Date Saved,2022/06/19 09:29:43
Spectral Data 716[nm],0.004094269127
Spectral Data 717[nm],0.003941731062
Spectral Data 718[nm],0.003790339455
Spectral Data 719[nm],0.003642274765
Spectral Data 720[nm],0.003502343316
Spectral Data 721[nm],0.003375483211
Spectral Data 722[nm],0.003266360611
Spectral Data 723[nm],0.003175715683
Spectral Data 724[nm],0.003101345850
Spectral Data 725[nm],0.003040977288
Spectral Data 726[nm],0.002992121968
Spectral Data 727[nm],0.002950228984
Spectral Data 728[nm],0.002909595147
Spectral Data 729[nm],0.002864504233
Spectral Data 730[nm],0.002810035367
Spectral Data 731[nm],0.002746610669
Spectral Data 732[nm],0.002676852047
Spectral Data 733[nm],0.002603387926
Spectral Data 734[nm],0.002528336365
Spectral Data 735[nm],0.002451364649
Spectral Data 736[nm],0.002371408278
Spectral Data 737[nm],0.002287400886
Spectral Data 738[nm],0.002199631883
Spectral Data 739[nm],0.002113210736
Spectral Data 740[nm],0.002034241566
Spectral Data 741[nm],0.001968826866
Spectral Data 742[nm],0.001921065035
Spectral Data 743[nm],0.001889849314
Spectral Data 744[nm],0.001873267582
Spectral Data 745[nm],0.001869412023
Spectral Data 746[nm],0.001876778668
Spectral Data 747[nm],0.001894626534
Spectral Data 748[nm],0.001922299853
Spectral Data 749[nm],0.001959095476
Spectral Data 750[nm],0.002002106979
Spectral Data 751[nm],0.002045329195
Spectral Data 752[nm],0.002082525054
Spectral Data 753[nm],0.002107694978
Spectral Data 754[nm],0.002120869467
Spectral Data 755[nm],0.002128430875
Spectral Data 756[nm],0.002137065399
Spectral Data 757[nm],0.002152623376
Spectral Data 758[nm],0.002166851657
Spectral Data 759[nm],0.002160394099
Spectral Data 760[nm],0.002113636816
Spectral Data 761[nm],0.002010438126
Spectral Data 762[nm],0.001870415406
Spectral Data 763[nm],0.001734974328
Spectral Data 764[nm],0.001645874814
Spectral Data 765[nm],0.001636739355
Spectral Data 766[nm],0.001681046793
Spectral Data 767[nm],0.001725317910
Spectral Data 768[nm],0.001715946943
Spectral Data 769[nm],0.001612825436
Spectral Data 770[nm],0.001446661074
Spectral Data 771[nm],0.001271308633
Spectral Data 772[nm],0.001140635693
Spectral Data 773[nm],0.001091451035
Spectral Data 774[nm],0.001096298918
